"","M1","M2","M3","M4","M5","M6","M7","M8","M9","N1","N2","N3","N4","N5","N6","N7","N8","N9","P1","P2","P3","P4","P5","P6","P7","P8","P9","country","source"
"14984",2,1,3,2,1,1,3,2,2,4,2,1,2,4,5,4,3,4,1,4,1,1,1,2,5,1,2,"US",3
"14985",1,2,2,1,1,1,2,1,5,3,2,1,2,1,4,1,3,4,2,4,1,1,3,1,3,1,1,"HU",3
"14986",2,2,1,2,1,3,4,2,3,3,3,2,1,1,2,1,2,2,2,4,1,1,4,1,5,2,1,"NL",3
"14987",2,3,3,1,2,4,4,4,5,4,1,2,4,2,4,2,1,3,4,4,2,2,5,4,1,1,2,"GB",3
"14988",5,5,5,1,5,5,5,2,5,4,2,3,2,5,2,1,2,5,4,4,2,1,5,4,1,2,4,"US",1
"14989",2,1,2,2,1,1,2,1,4,4,2,2,1,2,4,1,3,2,1,4,1,2,2,1,5,2,1,"ZA",3
"14990",4,3,3,3,3,3,4,4,3,3,5,2,1,3,4,2,1,3,4,1,3,4,4,3,3,3,4,"AE",1
"14991",4,2,2,5,4,4,5,1,1,1,4,1,2,2,5,1,4,3,2,4,2,2,4,2,5,1,1,"AU",3
"14992",5,5,3,4,4,5,5,4,0,2,5,1,1,3,5,1,5,2,2,5,5,2,4,2,5,1,5,"US",1
"14993",2,4,4,4,3,3,2,2,4,3,1,2,2,4,2,4,1,5,4,4,2,1,4,4,4,3,2,"US",3
"14994",5,4,5,4,5,4,5,4,3,3,4,2,4,4,4,2,4,4,3,5,3,2,4,3,5,2,3,"VN",2
"14995",4,3,4,2,3,3,5,5,4,2,5,1,2,4,4,1,4,3,4,2,2,1,4,2,5,3,4,"US",1
"14996",4,4,1,1,1,2,4,1,4,4,4,2,1,4,4,4,4,4,1,5,1,1,1,2,2,4,4,"US",3
"14997",3,2,2,2,2,3,4,2,3,4,3,1,1,4,2,2,4,2,2,4,3,2,5,2,4,2,2,"US",3
"14998",4,4,5,4,4,4,5,2,5,4,4,2,4,1,1,3,1,3,5,4,3,1,2,4,5,2,3,"US",3
"14999",2,2,1,4,1,2,3,2,3,3,3,2,2,1,3,2,4,2,1,4,1,1,2,1,4,2,1,"US",3
"15000",3,4,4,3,5,5,5,3,5,4,2,3,3,3,4,3,3,5,2,3,4,3,3,4,4,4,4,"PT",1
"15001",2,2,2,2,1,2,4,2,4,2,2,2,2,4,4,2,2,2,4,4,2,2,4,2,2,2,2,"SI",3
"15002",4,2,3,4,2,2,4,2,4,2,4,2,1,4,4,2,2,3,3,3,2,1,3,2,3,2,2,"US",3
"15003",5,4,2,4,4,4,5,3,4,4,5,2,4,2,4,2,1,2,2,3,2,2,5,2,5,2,4,"US",3
"15004",4,2,4,5,1,2,4,2,4,3,2,3,3,4,4,2,3,2,2,4,2,2,4,2,4,1,2,"US",3
"15005",5,0,3,3,4,4,4,2,3,3,2,3,2,3,4,4,3,2,3,2,4,2,4,4,2,5,2,"AU",3
"15006",4,2,2,5,4,4,5,4,2,2,4,2,1,4,4,2,4,2,2,4,2,2,4,2,5,2,2,"GB",3
"15007",4,3,4,4,3,3,5,3,4,3,2,2,4,5,3,4,4,4,3,4,3,2,4,3,4,2,3,"US",2
"15008",3,2,3,4,2,2,3,2,2,2,4,1,2,3,4,2,4,2,2,4,1,2,4,1,5,2,1,"NL",3
"15009",4,3,3,4,2,2,4,2,4,3,4,1,1,2,3,3,3,2,2,2,2,2,3,2,2,2,1,"US",3
"15010",3,1,1,3,1,1,4,2,4,3,4,1,4,3,3,2,3,1,1,5,1,1,4,1,3,1,1,"ES",3
"15011",3,3,3,3,3,3,3,3,4,2,3,4,2,3,4,2,3,3,2,4,3,2,4,2,4,3,3,"NL",3
"15012",5,4,2,5,4,4,4,4,3,3,5,4,5,3,4,2,4,4,5,2,5,5,4,4,1,1,5,"FR",3
"15013",4,3,2,2,2,3,4,1,4,3,3,2,2,2,3,2,3,4,2,4,2,2,4,2,5,1,1,"US",3
"15014",4,4,5,4,5,4,5,5,5,4,3,3,4,4,3,4,3,5,4,3,2,4,4,4,5,1,5,"US",3
"15015",5,3,3,2,2,3,4,1,4,2,5,2,3,4,2,2,3,3,2,4,2,1,3,2,5,2,3,"CA",3
"15016",5,5,5,5,5,5,5,5,5,1,5,1,1,5,1,1,1,5,5,3,5,5,5,5,5,1,5,"GB",1
"15017",4,1,2,2,2,2,5,3,2,3,2,3,3,3,2,3,2,3,2,2,2,2,4,2,5,1,3,"IT",3
"15018",5,3,5,4,5,5,3,3,4,4,2,2,1,5,5,2,2,2,3,3,2,3,5,4,5,5,4,"GB",2
"15019",5,4,4,4,4,4,4,3,4,2,5,2,3,4,4,1,4,3,2,4,2,2,4,2,5,1,3,"GB",3
"15020",5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,1,5,5,1,5,5,5,5,1,5,5,"US",1
"15021",4,1,4,4,1,1,4,1,1,3,2,5,3,4,4,3,2,4,1,2,1,1,2,3,5,2,1,"CA",3
"15022",4,2,4,3,3,5,4,3,4,3,3,3,1,4,4,3,4,2,3,4,2,1,4,5,2,1,2,"AU",1
"15023",5,4,3,4,3,5,4,3,5,4,4,2,3,4,5,4,4,4,3,3,3,2,5,3,2,1,3,"US",1
"15024",4,5,4,4,3,3,5,3,4,4,1,4,3,5,2,2,1,5,4,2,3,4,3,3,2,2,4,"US",2
"15025",5,4,4,4,4,4,5,4,4,4,2,4,3,5,2,4,2,4,4,2,3,4,4,4,3,3,5,"US",3
"15026",4,4,2,2,5,5,4,1,4,2,5,3,2,4,2,1,2,5,3,2,1,1,5,3,4,2,2,"US",3
"15027",4,4,4,2,4,4,4,3,4,4,2,2,4,4,2,4,2,4,2,4,2,2,2,2,2,5,2,"US",3
"15028",3,4,1,1,4,1,4,3,5,4,5,1,1,4,5,4,5,4,4,2,1,1,4,3,4,4,1,"US",3
"15029",4,4,4,4,3,2,4,4,4,4,4,3,4,4,4,4,2,2,4,5,2,1,3,2,5,1,2,"US",1
"15030",4,4,3,4,3,5,5,3,4,4,1,2,4,4,1,4,3,5,3,3,2,1,4,3,4,1,3,"US",3
"15031",5,4,3,4,3,2,5,3,4,4,3,4,1,4,5,2,4,2,1,2,1,2,4,1,2,1,4,"US",1
"15032",4,2,4,5,4,2,5,2,5,5,1,3,1,5,1,5,1,4,2,1,2,4,2,3,1,4,1,"US",3
"15033",4,2,1,4,2,4,4,3,4,1,4,1,1,1,5,1,4,2,1,4,2,1,4,1,5,2,1,"US",3
"15034",5,3,5,3,4,4,5,3,5,4,3,4,3,4,3,4,2,4,4,3,3,2,2,4,2,2,2,"US",3
"15035",4,3,3,4,4,5,5,3,4,4,4,3,4,4,4,5,1,4,3,4,2,2,4,2,5,3,3,"IT",1
"15036",4,5,4,4,4,4,5,3,5,4,2,4,4,4,4,4,2,4,4,3,2,3,5,3,3,4,5,"PH",1
"15037",5,4,4,5,5,5,5,4,4,3,3,5,4,3,2,3,3,4,4,2,4,2,5,5,1,2,4,"US",3
"15038",4,2,2,4,1,3,4,2,5,2,4,2,3,2,2,4,3,2,1,5,1,1,4,1,5,4,1,"US",3
"15039",1,3,2,4,1,2,2,2,4,5,1,3,4,4,4,2,3,2,3,1,1,3,2,4,3,3,2,"IN",1
"15040",4,2,4,4,4,1,4,4,4,2,2,3,4,5,4,2,1,2,1,4,2,1,2,1,5,2,2,"US",3
"15041",4,3,2,2,2,2,5,3,2,2,2,2,3,3,2,4,2,1,5,5,3,2,1,1,2,1,1,"GR",3
"15042",3,4,3,4,4,5,5,1,5,5,2,2,4,4,3,4,1,4,1,4,1,2,4,2,4,1,1,"US",2
"15043",5,3,2,4,3,3,4,2,4,1,4,1,1,4,4,1,5,2,2,4,2,1,2,2,5,1,2,"ES",3
"15044",3,4,3,5,4,5,5,3,5,3,2,2,2,4,5,4,4,3,4,4,1,2,3,2,4,1,1,"CA",3
"15045",5,4,4,4,3,2,5,4,4,3,4,2,3,3,4,1,3,2,3,5,3,1,5,2,5,2,1,"US",1
"15046",5,2,2,3,3,3,5,1,1,1,3,1,1,3,5,1,5,3,1,3,1,1,3,3,5,3,1,"US",3
"15047",4,4,3,4,4,4,4,4,4,4,3,4,2,4,3,4,2,4,2,3,2,2,4,4,4,2,3,"US",3
"15048",4,1,2,3,1,1,5,2,5,4,1,1,4,5,4,4,3,4,2,4,1,1,4,2,5,2,1,"US",3
"15049",4,3,4,3,4,3,4,2,4,2,4,3,2,3,4,2,3,3,3,4,3,2,2,2,5,2,2,"US",3
"15050",4,1,3,2,2,2,5,2,3,3,2,2,2,3,2,4,4,0,2,2,1,1,4,1,4,1,2,"GB",1
"15051",4,1,4,5,3,2,4,3,3,3,3,3,1,4,2,3,1,4,2,4,1,3,3,2,4,2,2,"US",3
"15052",4,2,2,4,2,2,2,4,2,4,3,2,2,3,2,2,4,2,2,4,2,2,4,2,4,2,2,"US",3
"15053",5,2,3,4,2,2,5,1,2,4,2,1,3,4,3,1,4,1,1,3,1,1,1,1,2,1,1,"US",3
"15054",4,4,4,4,2,4,4,2,2,2,4,4,4,2,3,2,4,4,2,5,2,1,2,2,4,1,2,"US",3
"15055",4,4,5,2,4,5,5,4,5,5,3,3,4,5,2,3,1,5,4,4,4,2,2,4,5,2,4,"GB",2
"15056",4,3,3,4,2,3,2,3,4,2,2,4,1,2,4,1,4,2,1,1,4,1,2,3,2,1,4,"ZA",3
"15057",5,4,4,5,5,4,4,4,4,4,1,2,2,4,1,2,2,4,2,1,4,1,4,2,5,2,4,"US",3
"15058",4,2,3,3,3,4,4,3,3,3,5,2,2,4,4,1,4,3,1,5,1,1,4,2,5,2,2,"US",3
"15059",4,4,4,4,4,4,4,2,4,3,2,3,2,4,3,2,3,2,2,2,2,2,4,2,4,4,2,"CA",3
"15060",4,5,4,3,4,4,3,3,4,3,3,5,4,4,4,4,2,4,1,1,2,2,4,4,4,1,2,"GB",3
"15061",5,4,5,5,5,4,5,4,5,2,5,1,2,4,4,3,3,4,3,3,4,1,3,3,1,5,4,"NZ",2
"15062",2,1,1,4,1,2,4,1,4,2,3,2,2,4,5,2,4,1,1,4,1,3,4,2,5,3,3,"SK",3
"15063",4,4,4,3,2,4,4,1,4,4,1,4,1,4,5,2,4,2,2,5,1,1,2,2,5,1,1,"US",3
"15064",3,4,4,4,2,2,4,3,4,2,3,2,2,3,3,4,2,4,4,2,1,4,4,2,1,4,4,"GB",1
"15065",3,1,3,2,2,1,4,3,3,3,4,2,3,3,4,2,4,2,1,4,1,1,2,1,4,3,1,"GB",3
"15066",4,2,3,2,2,1,2,1,4,4,2,2,2,4,4,3,3,4,1,4,1,1,1,2,4,1,1,"US",3
"15067",3,3,1,3,1,2,4,1,4,3,4,1,1,1,5,4,3,2,2,3,1,2,2,1,2,1,2,"US",3
"15068",4,1,2,5,2,3,2,1,1,2,3,2,3,5,4,2,5,2,1,4,1,2,2,2,4,1,1,"US",3
"15069",3,4,2,2,4,1,4,2,4,4,2,1,3,2,4,2,3,1,1,5,1,1,1,1,5,1,2,"US",3
"15070",4,2,1,4,4,4,5,2,4,1,4,1,2,2,5,4,4,2,4,4,3,1,4,1,4,4,1,"US",3
"15071",2,3,4,4,3,4,4,2,3,1,4,3,1,3,4,1,4,1,4,2,4,3,5,5,2,3,2,"GB",1
"15072",5,5,5,5,5,5,5,5,5,4,5,3,5,5,4,4,2,5,5,2,3,1,4,4,5,3,5,"CA",3
"15073",4,4,3,2,4,4,5,4,4,4,5,2,1,3,5,2,4,3,2,4,4,2,4,3,4,2,5,"GB",3
"15074",3,1,1,1,1,3,4,1,4,4,3,1,2,5,5,1,1,2,2,5,1,1,2,1,5,1,1,"US",3
"15075",2,3,4,4,4,5,4,2,4,1,4,3,1,4,4,1,5,1,4,2,5,3,5,5,2,3,2,"GB",1
"15076",4,3,3,4,4,3,4,3,4,3,4,2,3,3,2,2,4,3,3,3,3,2,4,3,4,3,3,"US",3
"15077",5,1,2,2,2,2,5,2,5,3,4,3,2,2,4,2,2,2,3,4,2,4,4,2,4,3,2,"FR",3
"15078",5,4,5,4,5,5,5,5,5,4,4,2,2,5,2,3,2,4,5,2,5,2,5,4,2,5,4,"IN",3
"15079",5,2,2,4,1,3,4,2,2,4,4,2,2,4,4,4,4,0,2,2,1,1,3,1,5,1,1,"US",3
"15080",4,5,4,4,4,3,4,3,4,4,2,2,4,5,2,2,2,4,2,3,2,4,2,4,4,4,2,"SG",3
"15081",3,2,3,4,4,3,4,1,4,4,3,2,4,5,4,2,2,4,2,4,2,2,4,2,4,2,2,"US",3
"15082",4,2,3,5,3,3,5,1,4,3,3,2,3,4,2,2,2,3,4,4,2,2,3,2,2,2,2,"US",3
"15083",5,4,4,4,5,5,5,5,5,2,5,2,2,4,5,2,5,2,5,5,2,5,5,2,5,1,2,"GB",3
"15084",4,1,2,4,1,1,4,2,4,2,1,1,1,4,4,3,2,2,1,5,1,1,2,2,5,1,1,"US",3
"15085",4,5,2,3,4,5,5,3,5,5,3,3,2,4,3,4,1,4,5,2,2,2,5,4,5,2,1,"US",3
"15086",4,3,3,4,3,3,5,2,4,5,5,2,3,5,2,1,2,4,2,4,1,1,2,5,5,1,1,"US",3
"15087",2,4,3,4,2,4,5,2,2,5,4,3,2,4,4,2,3,4,1,4,1,4,5,4,2,1,2,"CA",2
"15088",5,4,4,4,4,5,5,5,5,4,3,2,1,4,3,3,1,5,4,4,2,3,5,5,1,5,4,"CA",3
"15089",4,2,4,5,2,1,4,3,3,2,3,3,4,5,2,3,1,4,1,3,1,3,2,2,3,2,2,"US",3
"15090",1,1,3,5,1,1,3,2,4,4,4,2,1,3,5,2,4,2,3,5,2,1,1,2,5,1,2,"US",3
"15091",5,4,3,4,3,4,5,5,4,3,4,3,2,3,4,2,5,4,3,5,4,2,4,3,3,5,3,"US",3
"15092",5,2,2,1,1,1,5,1,3,2,3,1,1,4,5,1,5,3,1,1,2,1,4,1,5,1,2,"US",3
"15093",4,2,4,4,1,1,5,2,5,2,3,3,1,3,3,4,2,3,2,3,1,2,4,2,4,4,1,"DE",3
"15094",5,2,3,4,4,4,4,3,4,2,5,2,3,3,4,1,5,2,3,4,2,1,4,1,5,2,3,"AR",3
"15095",5,4,1,5,4,1,4,1,5,4,4,1,1,2,4,3,4,1,1,1,1,4,4,2,5,1,1,"GB",1
"15096",4,4,3,2,3,4,4,3,4,4,3,4,2,3,3,4,2,4,4,2,3,2,4,4,2,4,3,"US",3
"15097",2,2,3,3,2,3,4,1,4,4,2,4,4,4,4,4,3,2,2,4,1,2,3,1,4,4,4,"CA",3
"15098",4,3,3,3,2,1,4,1,2,2,5,2,1,4,5,2,4,2,2,5,1,2,2,1,5,1,2,"US",3
"15099",2,2,3,3,3,3,4,2,4,4,5,1,2,2,4,4,4,4,4,4,2,2,4,2,2,1,2,"US",3
"15100",4,1,4,2,1,3,4,2,3,3,4,2,4,3,4,1,4,2,1,4,1,1,3,3,5,3,2,"FI",3
"15101",5,2,3,4,2,2,5,3,2,2,3,2,2,3,4,4,4,3,2,4,1,2,2,1,2,1,2,"US",3
"15102",4,2,2,4,2,2,4,1,4,2,4,1,2,2,4,2,4,2,3,4,1,2,2,2,4,4,1,"AE",3
"15103",2,1,2,2,2,1,3,2,2,2,4,2,1,2,4,1,5,2,2,5,1,1,2,1,2,1,1,"US",3
"15104",5,5,4,4,5,5,5,3,5,4,1,3,2,3,1,2,1,4,5,5,1,1,4,4,5,4,2,"GB",3
"15105",4,4,3,5,5,4,5,2,5,1,4,2,1,4,4,3,2,4,3,5,2,1,2,2,5,1,2,"US",3
"15106",5,3,3,4,4,2,5,2,4,3,4,2,2,4,2,3,2,4,2,2,1,2,3,3,4,1,2,"US",3
"15107",5,5,4,5,4,4,5,4,4,5,4,3,4,4,4,5,1,5,5,4,3,2,5,5,5,1,4,"US",1
"15108",3,1,2,2,1,2,4,2,3,3,4,3,2,4,4,3,2,4,2,3,1,3,2,2,5,2,2,"KR",1
"15109",4,4,3,3,4,4,4,1,4,4,4,2,2,4,4,4,3,2,4,5,2,1,4,4,5,1,2,"GB",3
"15110",3,1,3,5,3,4,2,4,4,2,2,2,2,4,2,4,4,4,3,3,1,2,4,3,1,3,2,"US",3
"15111",5,4,4,2,4,4,4,4,5,3,2,2,2,4,4,3,2,5,3,2,3,4,4,4,2,5,5,"US",3
"15112",4,2,2,4,2,4,5,4,4,4,4,1,4,4,2,1,4,2,2,5,1,2,2,2,5,5,2,"US",3
"15113",4,4,3,4,4,4,2,3,4,5,3,2,3,5,3,1,4,3,4,4,1,2,3,2,5,1,1,"US",3
"15114",4,4,5,4,4,4,5,5,3,2,4,1,3,4,2,3,2,4,4,3,3,1,1,1,3,3,1,"IN",1
"15115",4,3,2,4,4,3,3,2,5,5,1,1,1,5,1,4,2,4,2,4,1,1,4,3,4,4,1,"US",2
"15116",1,3,2,3,1,2,4,2,4,4,4,1,4,4,5,4,2,2,2,4,1,2,4,1,5,2,2,"CA",3
"15117",1,1,2,3,1,3,2,1,3,3,3,1,0,2,4,2,4,2,2,3,1,1,2,1,3,3,1,"US",3
"15118",4,2,2,4,2,3,4,2,3,3,4,2,3,3,4,2,3,2,2,5,1,1,4,1,4,1,1,"CA",3
"15119",3,1,3,4,3,2,3,1,3,3,3,2,2,4,3,2,2,2,2,4,1,1,4,3,5,1,1,"US",3
"15120",4,2,1,3,2,1,3,2,4,1,5,1,3,3,4,2,2,3,1,5,1,1,4,1,5,1,1,"GR",3
"15121",4,3,2,3,3,4,3,2,5,2,2,2,1,3,3,1,1,2,3,2,2,1,4,2,2,4,1,"DE",3
"15122",3,4,1,3,3,4,2,1,4,3,4,1,1,1,4,1,3,4,2,2,1,2,2,4,5,1,1,"US",1
"15123",2,3,1,5,1,1,5,1,5,3,5,1,5,1,4,1,2,3,1,4,1,3,4,1,2,1,1,"SE",3
"15124",2,2,2,4,2,2,4,2,4,4,2,2,3,2,4,3,4,2,2,4,2,1,3,2,5,2,2,"SE",3
"15125",2,3,1,5,5,5,5,5,5,3,1,5,5,5,5,5,1,3,5,5,5,5,5,5,2,1,1,"CN",1
"15126",5,5,5,5,5,4,5,3,5,4,3,3,3,5,3,5,1,5,3,5,2,4,4,3,2,2,4,"CA",2
"15127",3,1,4,4,2,3,4,3,3,2,4,1,2,1,4,1,4,4,4,4,3,2,3,1,5,1,2,"ES",3
"15128",4,4,4,4,2,3,5,2,4,4,3,3,3,3,2,2,3,4,2,4,2,2,4,3,5,2,4,"US",1
"15129",4,4,4,4,3,4,4,4,4,3,3,2,3,4,4,2,3,3,2,4,2,1,4,2,4,1,4,"US",3
"15130",4,2,3,5,4,4,4,2,5,2,1,2,3,5,2,2,2,4,3,4,3,1,4,4,5,2,2,"GB",3
"15131",3,2,2,3,2,3,3,2,3,1,3,2,1,3,3,2,4,3,3,5,2,2,4,1,2,3,1,"IE",3
"15132",3,2,4,3,2,3,4,3,3,4,2,3,3,4,3,4,2,4,2,3,4,2,4,3,5,2,3,"US",3
"15133",3,3,2,2,1,4,4,1,4,2,4,3,4,2,2,1,4,4,4,5,3,1,2,1,5,1,1,"US",3
"15134",5,4,3,4,4,4,5,4,4,2,4,2,1,4,5,2,5,4,2,3,1,1,4,3,5,3,3,"US",3
"15135",4,2,3,4,4,4,4,2,2,2,2,3,2,3,3,2,2,3,2,3,3,2,4,4,3,2,1,"GB",3
"15136",5,3,3,4,3,4,5,1,2,4,3,2,4,3,5,4,2,2,3,4,1,1,4,3,1,4,2,"CA",3
"15137",3,1,3,2,1,1,4,3,3,2,4,2,2,4,2,3,4,3,1,4,1,2,2,2,5,1,2,"CA",3
"15138",4,5,3,3,5,4,5,4,5,3,2,5,4,4,1,5,2,5,4,1,5,3,5,3,5,5,5,"BR",2
"15139",4,2,2,3,2,3,4,1,4,3,4,1,2,4,4,2,4,2,2,4,2,2,4,2,4,2,2,"US",3
"15140",4,1,2,3,2,2,4,1,3,3,4,2,3,3,5,2,5,4,3,4,2,1,3,2,5,3,1,"US",3
"15141",4,4,3,4,3,4,5,3,4,3,4,2,1,3,4,2,4,2,3,5,3,2,4,2,5,1,2,"US",2
"15142",2,1,1,1,1,1,4,1,4,4,4,2,1,4,4,1,3,3,2,2,3,1,2,2,3,1,1,"CA",3
"15143",5,3,3,1,2,2,5,2,3,3,2,2,2,2,3,2,3,4,3,2,3,3,4,2,4,5,2,"US",3
"15144",4,4,5,2,5,4,5,5,4,3,3,4,4,1,4,5,5,5,2,5,2,3,5,3,5,3,4,"SA",1
"15145",5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,1,5,5,1,5,5,5,5,1,5,5,"DE",3
"15146",5,1,2,1,4,1,4,3,5,2,4,2,1,2,3,1,1,3,3,3,4,1,4,2,5,3,2,"CA",1
"15147",2,2,2,2,2,3,3,2,3,3,2,2,4,3,2,3,4,3,2,3,2,2,3,2,4,1,1,"US",3
"15148",5,3,2,4,4,4,4,4,4,1,5,2,3,3,5,2,4,4,2,4,2,2,3,2,5,2,3,"US",3
"15149",5,3,4,4,2,2,2,2,0,4,2,2,2,4,4,1,4,3,2,3,2,1,4,2,5,4,2,"US",3
"15150",5,4,4,3,5,4,5,4,5,2,4,2,4,3,5,4,3,4,2,4,2,4,4,3,5,2,4,"US",1
"15151",5,3,4,4,2,4,4,3,5,4,3,1,3,4,4,4,2,4,1,3,2,1,3,2,5,1,2,"US",3
"15152",5,4,2,1,5,5,3,1,3,4,3,2,2,3,1,3,2,5,4,2,1,2,4,2,4,1,4,"CA",2
"15153",4,4,4,4,2,2,5,2,4,4,5,3,3,4,4,4,4,3,3,4,2,1,2,2,3,1,1,"US",3
"15154",4,3,2,2,1,1,5,3,5,3,2,3,2,1,2,1,4,2,1,4,1,1,2,1,5,5,1,"US",3
"15155",4,3,3,4,4,4,4,2,4,3,2,2,3,3,2,3,2,3,1,4,2,1,3,3,4,1,3,"US",3
"15156",4,3,2,2,2,1,4,2,4,5,2,2,2,4,1,4,2,3,2,2,1,2,3,1,3,3,1,"US",1
"15157",4,2,2,2,1,3,4,1,4,4,3,1,1,4,4,3,4,4,2,4,1,1,4,2,4,2,1,"CA",3
"15158",4,3,1,2,2,2,5,3,5,4,4,2,1,3,4,1,2,2,2,4,1,1,1,2,5,1,1,"US",3
"15159",4,3,3,4,4,4,5,3,4,3,2,3,2,4,3,2,3,3,2,3,3,3,4,3,2,4,3,"GB",2
"15160",5,2,3,3,3,4,4,3,4,4,2,3,4,4,2,2,3,3,2,2,1,1,1,3,4,5,2,"US",2
"15161",4,4,3,4,4,3,3,2,5,3,4,2,3,2,4,3,3,3,3,4,2,1,3,2,4,2,2,"SE",3
"15162",4,4,2,3,4,3,4,3,4,3,5,2,3,3,2,4,3,3,3,4,2,2,4,3,2,4,1,"US",3
"15163",2,1,4,4,4,4,4,2,4,2,2,3,2,4,3,4,4,3,3,4,2,1,4,2,2,3,1,"US",2
"15164",4,2,3,2,2,3,5,0,3,3,5,3,2,4,5,1,4,4,2,5,2,2,4,2,5,1,3,"US",3
"15165",4,2,3,3,3,4,5,2,4,4,3,2,2,4,5,1,5,4,2,5,2,1,2,2,5,2,2,"CA",3
"15166",4,4,3,3,4,2,5,4,4,2,5,2,1,3,4,4,4,3,2,3,2,1,4,1,2,3,3,"US",2
"15167",2,4,4,4,3,4,4,2,4,3,4,4,1,4,4,4,2,4,4,3,2,2,4,2,5,2,4,"CA",3
"15168",4,4,4,4,3,4,5,3,5,4,3,3,3,3,4,3,1,5,4,4,3,2,4,3,5,2,3,"US",3
"15169",4,1,4,2,2,2,3,2,4,4,3,1,2,4,4,2,4,4,1,5,1,1,3,1,4,1,2,"US",3
"15170",5,2,2,3,1,4,5,2,2,4,5,1,1,1,5,1,4,4,2,5,2,1,1,2,5,5,1,"US",1
"15171",4,5,4,4,4,4,5,5,5,3,1,3,1,4,5,3,1,4,3,2,3,1,5,3,1,2,2,"US",3
"15172",3,1,1,2,2,4,5,2,2,1,2,3,3,2,4,4,2,2,2,1,3,4,3,4,3,5,1,"US",3
"15173",4,4,4,3,3,3,4,3,4,2,5,2,1,4,1,1,5,3,1,4,2,1,4,3,4,3,2,"BG",2
"15174",4,3,3,1,4,1,5,1,5,3,2,1,2,4,2,2,1,4,2,2,1,1,2,3,4,4,3,"US",3
"15175",5,4,5,4,4,5,4,2,5,3,2,2,1,4,4,2,3,5,4,5,4,2,2,2,4,4,2,"US",3
"15176",5,4,3,4,3,3,4,3,4,3,4,3,2,3,5,4,5,3,4,4,3,1,4,2,2,4,3,"US",1
"15177",3,2,2,2,2,3,2,2,4,4,3,1,3,4,4,4,4,2,1,4,1,2,2,1,4,2,2,"US",3
"15178",3,2,3,4,3,2,3,1,3,3,3,2,2,4,3,2,2,2,1,4,1,1,4,2,5,1,1,"US",3
"15179",3,4,2,3,2,2,4,3,4,5,2,2,2,2,2,1,2,2,4,4,1,1,4,2,5,3,2,"US",2
"15180",4,5,2,2,2,3,4,4,5,5,2,3,4,4,4,3,2,4,5,2,1,4,5,4,2,1,2,"US",2
"15181",5,4,4,4,1,1,5,1,5,1,3,2,2,3,2,3,3,3,2,2,1,2,4,1,2,4,1,"US",1
"15182",4,4,3,2,3,4,4,4,4,5,3,3,2,5,2,4,2,4,3,4,2,1,2,3,4,3,2,"CA",3
"15183",4,4,4,4,4,4,4,4,4,3,2,4,4,4,3,4,2,4,4,3,4,4,4,4,4,3,3,"US",3
"15184",4,1,2,2,2,3,4,4,3,2,4,2,2,1,4,1,5,2,2,2,2,2,2,2,2,4,2,"FI",3
"15185",5,4,3,5,4,4,5,3,4,3,5,3,1,3,5,1,4,1,4,2,4,1,4,3,2,5,3,"FI",3
"15186",4,2,2,2,2,2,4,2,3,4,3,2,3,2,4,2,3,2,2,1,2,1,2,2,5,3,2,"US",3
"15187",4,1,1,1,4,3,5,1,1,1,1,1,2,1,4,1,1,3,4,5,3,1,1,1,2,4,5,"GB",1
"15188",5,4,4,4,2,4,4,4,4,3,5,2,1,2,4,2,2,2,3,5,4,1,4,3,5,2,2,"FI",3
"15189",4,1,2,3,1,3,4,2,4,2,4,1,1,3,4,3,4,3,2,3,1,1,4,1,2,4,1,"US",3
"15190",5,3,3,5,4,4,5,2,4,3,3,4,2,4,5,4,4,2,2,2,2,3,4,2,5,2,2,"GB",3
"15191",5,3,3,4,4,4,4,2,4,1,4,2,1,3,4,2,4,2,3,5,4,2,4,2,2,4,1,"FI",3
"15192",4,3,3,4,3,4,5,3,4,2,5,2,1,3,5,1,2,2,2,4,2,1,2,3,5,3,2,"FI",3
"15193",5,4,5,5,4,4,5,3,3,2,5,2,2,3,4,4,3,3,4,4,4,1,2,4,2,1,2,"US",2
"15194",5,4,4,3,3,4,4,3,4,4,4,1,1,3,4,2,3,3,4,3,1,1,2,3,4,2,2,"CA",2
"15195",1,3,3,4,4,4,4,4,5,3,3,2,2,2,2,1,4,2,1,2,1,1,1,2,5,3,2,"EE",3
"15196",5,1,2,4,3,2,5,3,4,2,1,2,3,3,4,2,3,3,1,4,1,2,2,2,4,2,2,"US",3
"15197",3,2,2,5,4,4,4,4,5,3,5,4,3,2,3,5,2,3,2,3,2,2,3,3,2,4,2,"FI",3
"15198",4,4,4,4,3,3,4,2,4,3,2,2,3,3,5,3,2,2,3,4,2,2,4,2,4,1,2,"NO",2
"15199",4,1,2,4,2,2,4,2,4,3,4,2,2,3,4,2,4,2,2,3,2,2,3,3,5,2,1,"GB",3
"15200",3,4,3,2,1,3,3,2,4,5,2,2,3,5,4,2,2,4,3,2,1,1,2,3,5,1,1,"US",2
"15201",5,4,4,2,4,4,4,3,4,4,1,4,3,4,2,2,1,4,1,4,3,4,5,3,5,5,4,"GB",3
"15202",4,2,2,2,2,3,4,3,3,2,3,2,3,2,2,2,3,3,1,4,2,2,4,2,5,1,1,"FI",3
