"","HSNS1","HSNS2","HSNS3","HSNS4","HSNS5","HSNS6","HSNS7","HSNS8","HSNS9","HSNS10","DDP1","DDP2","DDP3","DDP4","DDN1","DDN2","DDN3","DDN4","DDM1","DDM2","DDM3","DDM4","age","gender","accuracy","country"
"48632",2,1,2,3,2,4,3,2,2,2,4,2,4,5,4,3,4,2,4,4,4,2,21,1,93,"US"
"48633",3,3,2,2,3,4,3,2,3,3,3,2,3,4,3,2,2,3,2,4,4,2,22,2,6,"US"
"48634",4,2,4,4,2,4,4,4,4,2,3,2,3,3,4,4,4,4,4,4,4,4,15,1,95,"AU"
"48635",4,2,1,4,2,5,3,1,5,1,1,1,1,2,5,5,4,2,1,4,2,1,22,2,80,"US"
"48636",4,3,4,3,3,4,2,3,4,2,1,2,3,2,5,2,4,2,4,2,3,2,19,1,75,"AU"
"48637",4,4,5,2,4,5,4,4,4,1,0,2,2,5,4,2,2,2,1,1,2,2,29,2,70,"US"
"48638",4,4,4,2,2,4,4,3,4,2,3,1,2,4,4,4,3,2,2,4,4,1,25,2,90,"CZ"
"48639",5,4,5,4,4,4,4,4,2,5,3,5,5,5,5,4,5,4,4,5,4,4,17,1,85,"AU"
"48640",2,4,5,5,1,3,3,1,5,2,3,3,3,5,2,1,1,1,2,4,2,1,17,1,100,"GB"
"48641",2,3,2,1,2,4,2,2,4,2,2,1,3,4,4,4,2,2,3,3,1,1,62,1,70,"US"
"48642",2,4,4,3,2,3,3,2,2,2,2,2,2,2,4,4,3,4,4,4,4,2,19,2,50,"SG"
"48643",5,1,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,19,1,100,"AU"
"48644",5,2,4,2,1,4,4,1,5,1,1,1,1,1,4,4,3,1,2,2,3,1,16,2,70,"US"
"48645",4,1,1,4,5,5,3,5,4,5,5,4,5,4,5,4,5,3,5,4,5,5,15,1,100,"NP"
"48646",5,4,4,2,5,4,4,5,4,3,2,1,5,5,4,5,5,1,3,5,5,2,27,2,100,"US"
"48647",5,5,5,5,5,5,5,5,5,3,5,5,1,5,5,5,5,5,5,5,5,5,18,1,90,"US"
"48648",5,1,2,5,4,5,2,4,5,2,4,4,3,5,2,4,3,3,3,4,4,3,17,2,78,"GB"
"48649",3,1,1,3,4,4,2,3,2,3,4,3,4,4,3,2,3,2,4,4,4,3,30,2,95,"US"
"48650",0,1,2,2,0,5,4,4,4,2,4,4,0,4,4,4,0,4,5,5,0,5,33,1,95,"US"
"48651",4,4,4,4,2,3,4,4,4,3,2,2,1,0,4,4,2,4,3,3,2,0,27,1,80,"IN"
"48652",2,1,3,1,1,5,1,1,1,1,1,1,1,5,1,1,1,1,1,3,1,1,19,2,99,"US"
"48653",2,2,5,5,4,2,2,4,5,5,4,2,4,5,5,4,5,4,3,5,4,2,15,2,92,"US"
"48654",4,4,4,1,2,5,4,4,1,2,2,1,2,5,1,2,1,2,2,3,2,1,39,1,90,"AU"
"48655",5,4,1,2,2,5,3,4,5,2,2,2,2,3,2,2,2,4,3,2,5,1,44,3,88,"AU"
"48656",3,1,5,5,4,3,5,1,5,1,4,2,2,3,5,2,4,4,4,4,1,4,16,1,99,"US"
"48657",2,3,2,3,5,2,3,1,2,5,4,5,3,3,5,3,5,1,5,5,5,5,15,1,99,"PH"
"48658",4,4,4,2,2,4,5,3,3,2,1,1,1,4,4,3,2,1,1,2,2,1,40,2,75,"GB"
"48659",3,5,4,2,2,3,3,3,4,1,1,2,2,3,4,3,2,1,1,2,1,1,20,2,60,"FI"
"48660",3,5,5,1,2,5,4,2,4,1,5,4,4,4,5,5,2,4,5,5,4,3,25,2,50,"IT"
"48661",5,4,5,5,5,5,5,5,5,5,5,3,5,4,5,5,5,5,4,5,5,2,23,1,100,"US"
"48662",1,1,4,1,2,2,2,2,2,1,2,1,1,3,3,2,2,1,2,2,2,2,32,1,75,"FI"
"48663",3,4,2,1,1,3,5,2,4,1,1,1,1,4,4,4,4,1,3,2,4,1,46,2,100,"AU"
"48664",4,4,4,1,1,4,4,2,4,1,1,2,2,5,5,4,2,3,2,4,2,1,16,1,80,"DE"
"48665",2,3,2,3,4,4,2,3,3,4,4,4,3,4,4,2,5,4,4,4,4,4,15,1,90,"DK"
"48666",2,5,5,2,2,3,4,3,2,1,1,1,1,4,2,2,2,1,2,2,1,1,28,2,78,"GB"
"48667",4,4,4,5,2,4,4,2,5,1,3,1,2,4,5,5,4,5,5,4,5,4,20,1,75,"US"
"48668",4,3,2,4,4,4,2,4,4,3,3,2,4,2,2,2,2,2,4,2,4,3,34,1,90,"CL"
"48669",1,1,4,2,2,3,4,2,3,3,3,3,3,3,3,2,2,2,3,5,2,1,19,1,95,"US"
"48670",5,2,4,4,4,5,3,5,5,3,5,4,5,4,3,2,3,2,3,5,4,3,17,1,90,"US"
"48671",2,4,1,4,5,5,5,5,5,5,5,1,5,5,5,5,4,5,5,5,5,5,14,1,100,"US"
"48672",4,2,2,3,3,4,4,4,3,4,1,2,4,5,3,1,2,1,2,2,2,2,55,1,50,"AU"
"48673",5,1,2,5,5,5,3,5,4,5,4,5,4,4,5,4,4,3,4,4,4,4,35,1,90,"AR"
"48674",2,3,4,2,1,3,4,2,4,1,2,1,2,4,4,2,1,2,2,4,2,1,21,2,85,"US"
"48675",4,4,2,2,3,2,4,2,4,2,1,1,2,1,4,2,4,1,2,2,4,2,37,1,90,"US"
"48676",2,3,2,4,2,5,4,1,2,2,4,2,2,1,5,4,4,1,2,4,5,2,13,3,60,"PH"
"48677",5,1,3,5,4,5,3,5,3,5,2,4,5,5,4,4,5,5,3,5,5,3,25,1,95,"TR"
"48678",4,5,5,2,2,5,5,4,5,2,1,1,1,5,4,3,2,4,2,4,2,1,67,2,98,"US"
"48679",4,2,4,3,2,4,2,4,2,5,4,1,2,3,2,2,4,4,4,2,2,1,18,2,65,"CA"
"48680",4,4,2,5,5,5,2,5,4,5,5,4,5,5,5,4,5,4,4,4,1,4,20,1,60,"HU"
"48681",3,4,1,1,2,2,4,2,5,1,1,1,2,2,4,4,1,1,2,4,3,2,18,2,87,"US"
"48682",4,5,5,1,1,2,4,1,3,1,1,1,1,3,2,2,1,1,3,3,2,1,30,2,99,"US"
"48683",5,2,4,5,4,5,5,5,5,2,4,3,4,2,5,5,5,2,3,4,5,4,22,1,89,"IN"
"48684",4,3,4,1,2,4,4,3,1,1,3,1,1,3,2,4,1,4,2,4,3,1,23,1,9,"GB"
"48685",2,1,3,1,4,4,3,3,4,4,2,2,4,5,1,1,1,1,2,2,4,1,37,1,100,"US"
"48686",5,5,4,1,4,5,5,4,5,2,5,2,4,5,5,4,5,4,4,4,4,3,45,1,88,"US"
"48687",3,2,3,4,3,4,4,1,4,2,3,1,3,3,4,4,4,2,2,3,2,1,32,1,100,"US"
"48688",5,1,4,2,3,4,5,1,2,4,2,1,4,4,4,5,5,1,4,4,4,3,0,0,80,"US"
"48689",4,5,4,4,4,5,4,4,4,2,2,2,4,5,5,4,5,3,2,4,2,2,21,1,80,"PT"
"48690",5,5,5,5,5,5,5,4,5,5,3,3,3,5,5,4,4,4,5,5,0,4,27,0,90,"GB"
"48691",4,1,2,2,4,4,4,4,4,1,4,2,4,4,3,3,4,3,5,5,4,4,22,1,80,"US"
"48692",3,4,4,3,4,4,4,5,2,4,3,2,4,5,4,2,2,3,3,4,2,3,35,1,80,"US"
"48693",2,5,4,5,1,5,5,2,5,2,5,1,3,5,3,5,2,3,1,4,4,1,19,2,80,"GB"
"48694",2,2,4,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,2,3,4,2,32,2,90,"AU"
"48695",4,5,5,3,3,3,5,4,4,3,4,4,4,4,4,4,3,5,5,4,4,3,29,1,90,"PH"
"48696",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,18,1,95,"GB"
"48697",2,3,2,2,3,4,4,3,2,1,1,3,1,3,4,4,2,3,4,3,2,2,18,2,75,"RO"
"48698",2,4,4,5,5,5,1,4,5,4,4,4,4,5,5,5,5,5,3,2,4,2,22,1,80,"GB"
"48699",3,4,2,3,3,3,4,2,3,1,1,1,1,1,3,4,2,1,1,1,2,1,63,2,80,"DE"
"48700",5,5,5,5,5,4,5,5,5,2,2,3,5,4,5,5,5,1,5,4,2,4,13,2,100,"US"
"48701",4,4,4,4,3,3,4,4,3,2,2,2,2,3,4,4,3,2,2,4,4,2,40,2,60,"CA"
"48702",5,3,2,4,4,4,3,5,5,1,4,4,5,3,2,3,3,2,4,4,5,4,20,1,86,"DE"
"48703",2,1,2,2,2,3,2,1,2,2,2,2,2,2,4,2,4,4,1,2,2,1,32,1,100,"US"
"48704",5,1,1,2,1,5,3,3,4,1,2,3,5,4,5,5,3,3,4,5,4,3,24,2,80,"US"
"48705",4,1,5,4,4,4,5,5,4,1,4,4,4,5,4,1,4,4,3,2,4,3,17,1,90,"GB"
"48706",5,5,5,5,5,4,5,5,5,5,5,5,5,3,5,5,5,4,5,5,5,5,16,1,85,"US"
"48707",3,4,4,2,1,1,1,1,3,1,1,1,1,1,4,4,3,1,2,2,4,1,22,2,95,"US"
"48708",3,4,5,3,4,4,5,4,5,1,5,5,5,5,5,4,5,5,5,5,5,5,17,2,99,"US"
"48709",5,1,4,3,5,4,2,4,4,4,2,5,4,2,5,4,5,4,4,4,5,4,20,1,75,"NO"
"48710",5,5,3,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,18,2,99,"US"
"48711",4,3,3,3,3,5,4,5,5,4,4,3,5,3,5,5,4,5,5,4,4,4,20,2,90,"TH"
"48712",5,3,2,3,2,5,4,5,5,5,4,2,4,3,3,3,4,2,3,4,3,2,33,2,75,"US"
"48713",4,4,4,2,3,4,4,2,2,1,3,1,3,5,2,2,2,2,1,3,2,2,29,2,85,"US"
"48714",4,2,4,1,2,2,2,2,4,1,2,1,2,2,2,3,4,2,3,4,2,1,41,1,95,"US"
"48715",4,2,5,1,4,3,4,2,4,2,1,1,2,4,2,1,2,1,1,2,1,1,42,1,100,"US"
"48716",4,1,2,2,2,4,2,3,4,2,4,2,4,3,2,2,4,2,2,3,3,2,17,2,95,"US"
"48717",1,5,3,1,1,5,4,1,1,1,1,1,1,3,4,2,1,1,1,3,1,1,27,2,100,"US"
"48718",4,4,5,4,4,5,4,4,4,3,4,4,4,4,5,3,4,3,4,5,4,3,18,2,94,"US"
"48719",4,2,4,1,1,2,2,4,3,1,1,1,1,3,2,4,1,2,4,2,4,1,41,2,90,"US"
"48720",5,1,2,1,2,5,4,1,3,1,3,3,2,2,0,3,2,1,1,0,3,1,22,2,100,"US"
"48721",2,2,1,2,1,3,1,1,2,1,1,1,1,1,3,2,1,1,2,2,2,1,26,2,90,"AU"
"48722",5,4,2,2,2,2,4,2,5,1,1,1,3,4,5,4,4,4,2,2,4,2,19,2,85,"US"
"48723",3,3,5,2,5,5,4,2,2,4,3,4,4,4,3,2,4,2,2,4,3,1,13,1,20,"US"
"48724",4,1,5,1,1,4,5,3,5,1,4,2,5,5,2,1,1,1,5,5,1,3,16,2,13,"US"
"48725",1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,5,1,55,2,90,"US"
"48726",1,3,5,1,3,5,3,1,3,1,1,2,3,5,1,1,1,1,2,3,2,2,19,2,100,"PH"
"48727",4,4,4,4,3,3,4,2,4,3,2,4,2,3,4,4,2,2,3,4,4,2,33,2,90,"US"
"48728",2,5,4,1,1,4,4,1,4,2,1,1,1,1,1,2,1,1,2,4,4,1,48,2,90,"AU"
"48729",4,4,4,2,4,4,4,4,4,3,4,5,4,5,3,4,2,3,5,5,4,3,23,1,100,"CA"
"48730",5,3,5,4,5,5,4,5,4,4,4,2,4,5,5,4,4,3,4,5,4,4,0,2,85,"CA"
"48731",4,4,3,3,5,5,4,4,4,4,5,5,3,4,5,4,5,5,5,4,4,4,24,1,90,"GB"
"48732",5,4,3,2,4,4,4,4,4,2,2,3,2,3,4,3,4,1,4,1,4,3,27,2,50,"GB"
"48733",4,4,4,2,3,3,4,3,3,2,2,2,3,4,2,2,2,2,4,3,2,3,19,1,90,"SG"
"48734",5,2,4,2,4,4,4,5,3,3,2,2,4,5,4,4,3,3,2,4,4,2,18,1,80,"US"
"48735",4,2,2,1,3,5,4,4,1,1,1,2,4,3,4,4,3,2,4,4,3,2,49,2,90,"US"
"48736",3,4,4,2,2,3,4,4,4,1,2,2,4,3,4,2,4,2,3,4,4,3,22,1,80,"SE"
"48737",4,2,4,1,4,2,3,3,4,3,2,3,2,4,2,2,1,2,2,4,2,2,33,1,75,"ES"
"48738",4,4,5,2,4,5,4,2,5,2,1,1,2,4,3,1,1,1,1,3,1,1,18,1,90,"PL"
"48739",4,2,4,1,4,5,2,4,3,3,3,3,3,4,2,4,4,4,4,3,4,3,20,1,78,"NO"
"48740",4,5,5,3,1,3,5,2,4,1,1,1,1,1,4,3,2,1,1,2,2,1,19,2,93,"CA"
"48741",5,2,4,2,5,5,2,4,4,4,5,5,5,4,5,5,5,4,5,5,5,4,14,2,95,"PK"
"48742",5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,23,1,99,"US"
"48743",4,2,2,4,4,5,4,3,4,2,4,4,4,2,4,4,4,3,4,3,4,2,22,1,80,"US"
"48744",4,5,5,5,1,4,5,2,5,1,3,4,3,4,5,4,4,4,4,3,3,3,16,2,80,"GB"
"48745",4,2,5,2,3,0,2,1,4,1,1,1,4,4,2,2,2,1,2,4,4,1,26,2,90,"US"
"48746",1,2,2,2,1,4,3,1,2,1,1,1,1,2,3,3,3,1,1,2,4,1,50,2,100,"US"
"48747",5,4,3,3,3,4,5,5,5,3,2,4,3,5,5,5,4,4,5,5,5,3,39,2,95,"US"
"48748",5,4,3,1,1,4,3,2,4,2,1,1,2,2,4,4,4,2,4,3,4,1,29,1,90,"GB"
"48749",5,4,4,4,5,5,4,5,4,5,5,4,5,4,4,3,5,4,4,5,5,5,28,1,95,"US"
"48750",2,3,2,2,2,4,4,2,1,1,1,2,1,1,1,2,1,1,3,4,3,1,31,2,85,"GB"
"48751",4,1,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,2,2,3,3,2,17,1,95,"US"
"48752",4,4,2,2,2,2,4,2,2,2,4,0,4,4,4,4,4,4,4,4,4,2,25,2,96,"GB"
"48753",4,5,4,5,3,4,4,5,1,1,2,2,1,4,4,3,1,2,3,4,1,3,21,2,90,"NO"
"48754",5,5,2,5,5,5,4,5,5,4,5,5,5,5,4,4,5,4,5,5,5,5,37,2,100,"GB"
"48755",4,5,4,2,2,4,5,2,3,2,1,1,2,4,4,4,2,2,2,3,2,1,29,1,80,"CA"
"48756",4,2,5,2,3,2,2,2,3,2,2,2,3,3,2,2,2,2,2,4,2,2,44,2,50,"US"
"48757",5,1,3,4,4,5,2,5,5,4,1,5,4,4,3,3,3,5,3,4,4,3,20,1,95,"IN"
"48758",4,4,4,2,2,4,3,4,4,2,1,4,2,2,3,4,4,4,3,4,4,3,25,2,90,"GB"
"48759",5,1,4,4,4,5,3,2,5,4,4,2,2,2,5,5,2,4,4,4,3,2,55,2,80,"GB"
"48760",2,1,4,4,5,5,1,4,3,5,5,4,5,4,2,4,4,2,5,4,2,4,40,1,96,"GB"
"48761",4,4,5,2,4,4,4,5,5,5,4,4,4,3,5,5,5,4,5,5,4,5,39,1,90,"US"
"48762",4,1,1,3,4,4,2,4,4,3,4,3,4,4,4,4,2,3,4,4,5,4,17,2,100,"CA"
"48763",5,3,5,5,5,5,5,5,5,3,5,3,5,5,5,5,5,4,5,3,4,5,17,1,100,"US"
"48764",5,2,4,1,5,4,5,2,5,5,2,5,1,2,1,3,3,2,4,5,3,3,20,1,100,"DE"
"48765",5,1,1,1,5,5,3,5,1,5,5,5,5,5,1,1,1,1,5,5,1,5,25,1,95,"PL"
"48766",2,4,4,2,2,2,4,1,4,2,1,1,2,1,5,5,5,2,1,1,2,1,22,1,100,"BR"
"48767",4,4,5,3,2,3,5,2,5,3,3,3,2,2,5,5,4,2,3,4,4,2,16,2,99,"US"
"48768",4,2,4,3,3,4,3,3,3,3,4,5,4,4,5,4,4,4,4,4,4,3,20,1,70,"NO"
"48769",5,5,5,5,5,5,5,5,5,5,0,5,5,4,5,5,5,5,4,5,5,3,21,1,80,"SK"
"48770",2,3,1,1,3,3,3,2,2,1,1,1,1,4,4,3,1,1,1,1,1,1,36,1,100,"IN"
"48771",4,4,5,4,4,5,5,4,5,1,2,2,4,5,4,4,5,2,4,5,4,2,17,1,95,"US"
"48772",5,2,5,4,4,5,5,4,5,4,4,3,3,5,4,4,3,3,4,5,5,4,48,1,80,"CA"
"48773",2,2,1,1,2,3,2,1,3,3,2,1,1,1,2,1,2,2,1,2,2,1,18,2,78,"US"
"48774",5,4,5,2,2,4,4,3,4,2,1,1,2,4,5,5,5,4,4,4,4,3,18,2,90,"US"
"48775",5,4,4,4,5,5,5,5,5,5,4,5,4,5,4,3,4,4,4,5,4,5,15,1,93,"US"
"48776",1,5,5,1,2,4,5,1,5,1,2,1,1,4,1,1,2,2,1,4,3,1,14,2,69,"US"
"48777",4,0,4,2,3,3,3,2,4,2,2,2,2,2,4,4,2,3,2,3,3,1,29,2,90,"FI"
"48778",4,5,5,1,1,3,2,2,5,3,1,4,5,4,3,4,2,3,2,4,3,1,17,2,95,"BG"
"48779",5,2,2,2,5,5,4,1,5,5,5,3,4,5,5,4,4,5,5,5,5,5,24,2,95,"US"
"48780",5,2,4,4,5,5,4,5,3,3,5,5,5,5,5,5,5,2,5,5,5,5,26,1,80,"US"
"48781",3,3,3,3,2,2,4,3,4,2,2,2,2,4,4,2,4,3,2,3,2,1,18,1,60,"CA"
"48782",5,4,4,1,4,5,4,4,5,1,2,5,4,4,4,4,4,4,4,5,5,4,32,1,90,"DK"
"48783",5,4,5,5,2,4,4,2,5,2,2,2,4,4,5,4,4,2,4,5,5,4,17,1,85,"US"
"48784",5,5,4,5,5,4,4,4,4,1,4,3,2,3,4,2,5,4,2,5,5,2,21,1,95,"BR"
"48785",4,2,3,4,4,4,4,3,3,3,3,4,3,4,4,3,4,4,4,4,3,3,15,1,50,"US"
"48786",2,2,2,2,4,4,4,2,4,4,4,2,2,5,5,4,4,1,4,4,4,2,44,1,95,"US"
"48787",5,4,5,3,4,5,4,4,5,3,3,3,4,5,5,4,4,3,2,5,5,1,17,2,100,"US"
"48788",2,4,4,1,5,5,1,5,4,5,2,1,5,4,1,1,1,1,4,4,4,2,29,1,80,"US"
"48789",5,2,5,4,4,5,2,4,5,4,4,3,4,4,5,5,4,2,4,5,5,4,14,2,98,"CR"
"48790",5,5,4,3,3,5,4,4,4,3,3,4,2,4,3,3,3,4,2,5,3,3,35,2,100,"US"
"48791",4,2,4,2,4,4,4,4,4,4,3,2,2,4,4,4,4,2,3,4,4,2,30,1,95,"US"
"48792",4,2,3,2,1,4,4,1,1,1,1,1,1,3,1,3,1,1,1,4,3,1,23,1,95,"US"
"48793",5,4,5,4,5,4,4,5,5,1,3,4,5,5,5,3,5,4,5,5,5,4,23,1,85,"US"
"48794",4,2,2,5,5,5,4,4,5,4,5,5,4,3,5,2,5,5,4,2,2,2,19,1,95,"PH"
"48795",5,2,1,2,4,4,4,1,5,4,3,3,4,4,4,3,5,2,2,4,5,1,30,2,9,"US"
"48796",4,2,2,1,2,3,3,2,2,1,3,2,4,4,5,3,4,2,2,4,2,2,25,1,85,"US"
"48797",4,5,4,5,5,5,4,4,5,4,2,4,3,3,4,2,5,2,4,5,2,4,32,1,80,"US"
"48798",4,1,3,3,4,5,2,4,3,4,5,4,4,5,4,2,4,3,4,4,4,3,19,1,90,"AU"
"48799",2,3,4,1,1,2,1,1,4,1,2,1,2,1,2,3,2,3,3,3,2,3,39,1,85,"ID"
"48800",4,3,3,2,2,5,4,4,5,2,4,2,5,4,4,4,4,4,4,1,4,2,45,1,90,"AU"
"48801",0,4,2,4,2,4,5,2,4,2,1,2,1,2,1,3,1,2,1,2,3,2,44,2,99,"AU"
"48802",4,2,4,2,4,3,4,4,2,2,4,4,4,4,4,4,2,3,2,4,3,2,20,2,65,"US"
"48803",5,5,4,5,5,5,5,5,5,2,5,5,5,5,5,4,5,3,5,5,5,5,37,2,100,"GB"
"48804",2,5,5,4,2,3,3,2,1,1,1,1,1,3,3,1,1,1,1,1,1,1,17,2,98,"SA"
"48805",4,3,4,4,5,4,4,4,4,5,4,4,5,4,5,5,5,4,4,4,4,3,27,2,90,"US"
"48806",4,2,4,5,5,5,2,3,5,5,5,5,5,2,5,4,2,4,3,4,4,2,20,1,85,"CA"
"48807",2,1,2,5,2,5,5,2,1,1,2,3,4,4,1,1,1,2,4,5,4,3,19,1,100,"CA"
"48808",4,3,4,2,4,5,4,2,4,4,1,2,1,5,4,4,4,2,2,4,4,2,26,1,90,"AU"
"48809",5,4,4,1,4,5,2,4,1,1,1,1,1,3,3,2,5,1,1,5,2,1,33,2,90,"US"
"48810",4,2,5,4,4,4,2,4,5,2,4,3,4,4,5,4,5,4,4,4,4,4,16,1,87,"SE"
"48811",5,4,4,3,2,4,4,4,4,2,2,2,4,3,5,4,4,2,4,4,3,4,19,2,70,"FR"
"48812",2,4,4,4,4,4,4,4,4,2,4,4,4,5,4,3,2,4,5,4,1,4,21,2,70,"PL"
"48813",5,4,5,2,4,4,4,4,5,4,4,4,4,4,5,5,5,4,4,5,5,4,25,1,80,"AU"
"48814",3,3,3,2,1,4,2,1,4,1,1,1,1,2,4,4,1,1,1,4,1,1,20,2,99,"US"
"48815",1,4,2,3,4,3,4,3,4,4,4,4,4,4,4,4,4,2,4,4,4,4,24,1,80,"AU"
"48816",2,4,4,2,2,3,4,2,2,1,1,2,2,4,3,4,1,2,2,4,1,2,18,2,87,"AU"
"48817",4,3,4,4,5,5,3,5,4,5,4,5,5,5,0,3,4,3,4,4,4,4,0,2,90,"CA"
"48818",4,4,3,5,1,5,3,3,5,1,3,3,5,4,5,4,3,3,5,5,4,3,22,1,85,"US"
"48819",3,1,2,5,2,4,2,2,3,1,4,2,2,3,5,5,1,4,4,5,5,4,38,1,95,"IT"
"48820",5,1,3,4,4,4,3,4,3,3,4,5,4,4,5,4,5,2,4,4,4,4,16,1,85,"AU"
"48821",5,4,4,4,4,4,5,4,5,4,2,4,4,3,4,4,3,2,3,4,2,2,21,2,75,"DE"
"48822",5,5,5,3,1,5,4,5,5,1,1,3,5,4,4,4,1,1,1,1,1,1,26,1,98,"US"
"48823",5,2,4,3,2,3,2,3,4,2,2,3,2,5,4,4,5,4,5,4,4,4,20,1,70,"NZ"
"48824",5,5,5,5,5,4,5,5,5,5,4,4,4,4,2,2,1,5,4,5,4,4,23,2,100,"RU"
"48825",2,2,4,2,1,3,4,2,2,2,1,1,1,2,4,3,3,2,2,2,3,2,48,2,85,"GB"
"48826",2,2,2,3,3,3,2,2,4,4,2,3,2,3,2,2,3,2,2,2,1,2,15,1,80,"GB"
"48827",4,3,4,3,2,5,4,4,3,2,4,2,4,5,4,4,2,1,4,4,4,3,21,2,50,"AU"
"48828",5,5,5,3,2,5,5,1,5,1,3,5,3,3,5,3,5,1,1,5,5,1,24,1,100,"AU"
"48829",5,3,4,3,5,5,2,5,3,5,5,5,5,5,2,2,3,3,5,5,5,5,23,3,100,"US"
"48830",4,2,2,3,4,5,4,3,4,3,4,4,3,5,4,4,2,4,4,4,4,3,21,1,100,"AU"
"48831",5,1,1,1,1,5,2,1,4,1,1,1,1,4,4,4,4,2,4,4,5,1,16,1,97,"US"
"48832",2,1,2,2,4,4,2,4,2,2,4,4,2,5,3,2,4,2,2,4,4,2,28,1,90,"GB"
"48833",4,1,2,4,4,4,1,3,2,2,4,2,4,4,3,3,5,2,5,4,2,4,18,1,98,"IL"
"48834",1,4,1,1,4,5,1,1,3,2,2,1,4,5,1,2,1,1,2,3,1,1,25,2,100,"AU"
"48835",5,5,3,3,4,5,5,5,4,2,2,1,4,4,4,4,4,4,3,3,3,2,27,2,70,"ID"
"48836",5,4,5,3,2,5,5,5,5,2,3,4,3,4,4,4,4,4,4,4,4,4,19,2,95,"US"
"48837",1,2,4,1,2,3,4,3,1,1,2,3,2,2,5,5,2,3,4,5,5,5,59,1,90,"IT"
"48838",5,4,5,1,3,4,5,5,4,1,1,1,3,5,5,5,4,3,4,5,2,4,17,1,80,"GB"
"48839",4,2,3,2,2,2,4,1,2,2,2,2,2,5,4,2,5,2,2,4,4,2,19,1,70,"GB"
"48840",5,1,3,3,5,5,2,5,3,5,4,5,4,5,4,2,2,3,2,4,4,2,23,1,90,"SE"
"48841",4,1,2,2,4,2,2,2,2,3,1,2,3,3,4,4,4,2,3,1,2,2,21,1,98,"IN"
"48842",3,5,5,5,2,5,4,1,4,1,1,2,1,3,4,4,1,4,3,3,2,3,62,2,85,"DE"
"48843",5,4,4,4,4,5,4,4,4,3,4,2,4,4,4,4,4,4,4,4,4,4,17,1,90,"GB"
"48844",2,2,2,4,4,5,4,2,4,3,4,2,4,5,2,3,2,2,2,2,4,2,21,1,60,"CA"
"48845",5,4,4,2,4,4,5,5,4,2,4,1,4,4,4,4,2,4,2,5,4,2,18,2,75,"GB"
"48846",1,4,1,1,1,5,4,1,1,1,5,1,1,1,1,1,1,1,1,2,1,1,20,1,95,"PH"
"48847",4,1,3,4,1,3,2,3,5,1,4,1,5,2,3,1,1,3,5,5,5,5,15,2,100,"US"
"48848",4,5,2,2,4,4,5,4,4,2,1,1,3,4,5,4,2,3,3,2,3,3,56,2,85,"US"
"48849",3,2,4,1,4,5,3,1,1,1,1,1,2,4,2,1,1,1,1,2,2,1,31,2,70,"US"
"48850",5,4,4,5,5,4,4,5,3,5,3,4,2,4,4,1,4,2,4,5,4,2,18,1,75,"CA"
"48851",4,4,4,2,4,4,4,3,4,3,4,3,3,4,5,4,4,3,4,5,4,3,44,2,80,"MA"
"48852",2,5,4,3,3,4,5,5,4,3,3,2,3,5,4,3,4,3,3,5,4,3,12,1,95,"MA"
"48853",5,5,5,4,3,4,4,4,4,2,3,4,3,4,5,5,5,4,4,5,5,4,13,1,77,"US"
"48854",2,4,4,4,3,4,4,2,3,4,3,2,4,4,4,3,3,2,4,4,4,2,31,2,90,"US"
"48855",2,2,2,4,3,2,4,3,3,4,4,2,3,4,1,1,1,3,4,4,3,2,26,1,90,"DE"
"48856",4,3,4,2,2,3,4,2,1,1,2,2,3,5,4,3,4,3,3,4,2,2,19,1,80,"BE"
"48857",4,3,2,3,3,4,4,2,4,1,2,2,2,2,4,3,3,4,2,3,3,2,21,2,60,"BE"
"48858",1,2,4,2,1,5,4,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,19,2,100,"US"
"48859",4,4,4,4,3,3,4,2,4,2,2,4,3,5,5,4,2,2,4,4,2,3,26,1,80,"DE"
"48860",5,1,1,5,1,5,1,1,1,1,2,4,1,1,1,1,1,1,4,2,2,2,19,1,90,"JM"
"48861",3,3,3,3,2,2,2,3,4,1,2,1,3,2,4,4,1,2,2,3,2,1,20,2,75,"BE"
"48862",3,1,2,2,4,4,3,3,2,4,4,2,4,4,3,2,2,2,4,4,3,4,16,1,90,"AU"
"48863",4,5,4,1,1,4,5,4,4,1,1,1,3,4,3,2,2,2,2,3,3,1,56,1,99,"US"
"48864",2,2,2,4,4,3,2,3,4,3,3,4,2,5,4,4,5,3,5,5,5,4,25,1,92,"AU"
"48865",4,2,2,3,3,3,3,3,4,2,2,2,2,4,3,3,3,3,2,4,3,3,16,1,60,"AU"
"48866",3,5,4,2,1,4,3,2,4,1,3,1,2,4,4,4,2,2,2,3,4,2,28,2,80,"US"
"48867",4,4,2,2,2,4,3,3,3,2,3,1,2,3,2,2,2,0,1,3,3,2,75,2,55,"US"
