"A","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q26","Q27","Q28","Q29","Q30","Q31","Q32","Q33","Q34","Q35","Q36","Q37","Q38","Q39","Q40","elapse","NPI_Score","AR","gender","age"
10792,1,1,1,1,2,2,1,1,2,2,2,1,1,1,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,2,1,2,252,1.4,,2,26
10793,1,2,2,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,512,1.525,,2,23
10794,1,2,2,1,1,1,1,2,1,2,2,1,2,1,1,2,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,194,1.5,,2,37
10795,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,2,2,2,1,2,1,1,1,1,2,1,2,2,1,2,1,285,1.5,,1,42
10796,2,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,1,1,2,1,2,2,1,2,2,1,2,1,1,2,1,1,2,2,1,2,2,2,2,1,253,1.55,,2,21
10797,1,0,2,2,1,2,1,1,2,1,2,1,1,1,1,2,2,2,1,1,2,1,1,2,2,2,2,1,1,2,2,1,1,2,1,2,2,2,1,2,375,1.475,,1,24
10798,2,2,2,1,1,2,1,1,1,2,1,2,2,2,1,1,2,1,2,1,1,2,1,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,2,2,155,1.6,,1,23
10799,2,2,2,1,1,2,1,1,1,1,2,2,2,1,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,2,2,1,2,2,2,2,1,330,1.525,,2,27
10800,1,2,2,1,2,2,1,2,1,2,1,2,2,2,1,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,0,2,1,1,1,2,2,2,2,1,397,1.525,,2,52
10801,1,2,2,1,1,1,1,2,1,2,2,2,2,2,1,2,1,1,1,1,2,2,1,2,1,1,2,1,1,2,2,1,2,1,1,2,2,2,2,1,206,1.5,,1,37
10802,2,2,2,1,2,2,1,1,2,1,2,2,2,2,2,1,1,2,2,1,2,1,1,2,2,2,2,1,1,2,1,1,2,2,1,2,1,2,1,2,245,1.6,,1,32
10803,1,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,2,1,2,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,1,200,1.55,,2,26
10804,1,2,2,1,1,2,2,1,2,2,1,2,2,2,2,1,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,1,1,1,2,2,2,1,2,2,260,1.575,,1,18
10805,1,2,2,2,1,1,1,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,1,1,529,1.55,,1,31
10806,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,162,1.575,,2,24
10807,1,2,2,1,2,1,2,1,1,2,2,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,2,1,2,1,2,2,1,2,1,2,2,2,2,1,177,1.525,,1,61
10808,1,2,2,1,2,2,1,2,1,1,1,1,2,2,1,2,2,1,1,2,2,1,1,2,2,2,2,1,2,2,2,1,1,2,1,2,2,2,2,1,174,1.575,,2,26
10809,1,2,2,1,1,2,1,2,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,2,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,1,133,1.475,,2,40
10810,1,2,2,1,2,2,1,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,1,2,2,2,1,1,2,2,1,1,1,2,2,2,2,2,1,1,238,1.525,,1,59
10811,1,2,2,1,1,2,1,1,1,2,1,2,2,2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,148,1.55,,2,22
10812,1,2,2,1,1,2,1,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,1,2,1,1,2,2,2,1,1,138,1.5,,1,55
10813,2,2,2,1,2,1,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,2,2,2,2,1,1,1,2,2,1,1,1,2,2,1,2,2,2,1,305,1.5,,1,33
10814,1,2,2,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,2,2,1,2,2,1,705,1.425,,1,20
10815,1,2,2,1,1,2,1,2,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,124,1.5,,0,54
10816,2,2,2,1,1,2,1,1,2,1,2,1,2,2,1,2,1,1,1,1,2,2,1,2,2,1,2,1,2,2,1,1,2,1,1,2,2,2,2,2,163,1.55,,1,30
10817,1,2,1,1,2,1,2,1,2,1,2,2,1,2,1,2,1,2,1,2,2,1,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,1,1,2,16984,1.55,,1,25
10818,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,221,1.6,,1,49
10819,2,2,2,1,2,1,1,2,1,2,2,2,2,2,1,2,2,1,1,1,1,2,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,205,1.65,,2,48
10820,1,2,2,1,1,2,2,2,1,2,1,2,2,2,1,2,1,2,1,1,2,2,1,2,2,1,2,1,2,2,1,1,1,1,1,2,2,2,2,1,224,1.55,,2,30
10821,1,1,2,1,2,2,2,1,1,2,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,1,1,2,1,1,2,2,1,1,2,2,2,2,1,1,245,1.55,,1,15
10822,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,2,2,2,1,2,1,2,2,2,1,2,1,1,2,1,2,2,1,2,169,1.525,,1,15
10823,2,2,2,1,1,2,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,1,2,2,2,2,1,256,1.425,,1,44
10824,1,1,2,1,2,1,1,1,1,2,1,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,1,2,1,2,708,1.375,,1,75
10825,1,2,2,1,1,1,1,2,2,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,2,357,1.55,,1,22
10826,1,1,2,2,1,2,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2,2,1,1,1,2,1,1,2,1,2,1,1,1,2,2,2,2,1,2,257,1.425,,1,15
10827,1,2,2,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,2,1,1,1,2,2,2,1,2,2,1,2,1,1,2,2,1,2,2,2,2,2,270,1.5,,1,29
10828,1,2,2,1,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,1,1,2,2,1,2,2,2,2,1,293,1.4,,2,22
10829,1,2,2,2,2,1,1,1,2,1,2,2,1,2,1,1,1,1,2,1,2,1,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,6642,1.575,,2,27
10830,1,1,1,2,2,2,1,1,2,2,1,1,1,2,1,1,1,2,2,1,2,1,1,1,2,2,2,1,1,2,1,2,1,1,2,1,1,2,1,2,351,1.425,,2,82
10831,1,1,2,2,2,2,2,1,2,2,2,1,2,1,1,2,1,2,1,1,2,1,1,2,2,2,2,1,1,2,1,2,1,1,1,2,0,2,1,2,280,1.5,,1,27
10832,2,2,2,1,1,2,1,2,1,1,1,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,337,1.55,,1,28
10833,1,2,1,1,1,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,1,2,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,491,1.475,,1,25
10834,2,1,2,1,1,2,1,1,2,1,1,1,2,2,1,2,1,2,2,1,2,2,1,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,1,1,278,1.55,,1,24
10835,1,2,1,1,2,1,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,1,1,2,2,1,1,2,1,1,1,2,2,179,1.575,,1,23
10836,1,2,2,1,1,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,226,1.5,,2,46
10837,2,2,2,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,2,2,1,1,2,1,2,1,2,2,1,1,1,2,2,2,2,2,1,1,175,1.475,,1,49
10838,1,1,2,1,2,2,1,1,2,1,2,1,2,1,1,2,1,2,1,1,2,1,1,1,2,2,2,1,1,1,2,1,2,1,1,2,2,2,2,2,301,1.475,,1,35
10839,1,2,2,1,1,2,2,2,1,1,1,2,2,0,1,2,1,1,2,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,1,248,1.525,,2,25
10840,1,2,2,1,1,2,1,2,2,2,1,1,2,2,1,2,1,1,1,1,2,1,1,1,2,2,2,1,2,2,2,1,2,1,1,1,1,2,2,2,164,1.5,,2,41
10841,1,1,2,2,2,1,2,1,2,2,1,1,1,1,2,1,2,2,2,2,1,2,2,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1043,1.425,,2,40
10842,1,1,1,2,2,2,1,1,1,2,1,2,1,2,2,1,1,2,2,1,2,1,2,2,1,2,1,2,1,1,1,1,1,2,0,2,2,1,2,1,263,1.425,,1,19
10843,1,2,2,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,2,1,1,2,1,2,2,1,1,2,1,2,2,2,1,1,2,2,2,1,2,2,209,1.45,,1,20
10844,1,2,2,1,1,2,1,1,1,2,2,2,2,2,2,1,2,1,2,1,2,1,1,2,2,2,2,1,1,1,2,1,2,2,1,2,1,2,2,1,179,1.55,,2,42
10845,2,2,2,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,1,2,248,1.6,,2,47
10846,1,2,2,1,2,2,1,1,1,2,1,2,2,2,1,2,1,2,1,1,2,1,1,2,2,2,2,1,1,2,2,1,1,2,1,2,1,2,1,1,428,1.5,,1,49
10847,1,1,1,2,2,1,2,1,2,2,1,1,1,1,2,1,2,2,2,2,1,2,1,1,1,2,1,2,1,1,1,2,1,1,2,1,2,1,1,2,277,1.425,,2,39
10848,2,2,2,2,1,2,1,2,1,1,1,2,2,2,1,1,1,1,1,2,2,1,1,2,2,2,2,1,2,2,1,1,2,1,1,2,2,2,2,1,370,1.55,,1,29
10849,2,2,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,1,1,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2,346,1.6,,1,25
10850,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,1,1,1,2,1,1,2,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,1,324,1.6,,2,25
10851,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,2,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,171,1.55,,1,42
10852,1,2,2,1,2,2,1,2,1,1,1,2,2,2,1,2,1,2,1,1,2,1,2,2,2,2,2,1,2,1,2,2,2,1,1,2,1,2,2,1,244,1.575,,2,26
10853,1,2,1,2,1,2,2,1,2,2,1,1,2,2,1,2,1,1,2,1,2,1,1,2,2,1,2,1,1,1,2,1,1,1,1,2,2,2,2,1,322,1.475,,1,20
10854,2,2,2,1,1,2,1,2,1,2,2,2,1,2,1,2,1,1,2,1,2,2,1,2,2,1,2,1,1,2,1,0,2,2,1,2,2,2,2,1,241,1.55,,1,19
10855,1,2,2,1,1,2,1,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,1,2,2,2,2,1,2,1,2,1,2,2,1,2,1,2,2,1,250,1.525,,2,36
10856,1,2,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,1,1,1,2,1,1,1,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,1,248,1.475,,2,34
10857,1,2,1,2,2,1,2,1,2,2,1,1,1,1,2,1,2,2,1,2,1,1,2,2,1,2,1,2,1,1,1,2,1,1,2,1,1,1,1,2,389,1.425,,2,70
10858,2,2,1,1,1,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1,1,2,2,1,2,1,2,2,1,138,1.425,,1,35
10859,2,2,2,2,1,2,1,2,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,156,1.525,,2,38
10860,2,2,2,1,2,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,0,1,1,1,2,1,2,2,2,2,2,312,1.6,,1,28
10861,2,2,2,1,1,2,1,2,1,1,1,1,2,2,2,2,1,1,1,1,2,1,1,2,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,1,152,1.525,,2,39
10862,2,2,2,1,1,1,1,2,2,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,467,1.575,,1,42
10863,2,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,245,1.55,,1,43
10864,1,2,2,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,2,2,2,1,2,2,1,2,2,2,1,1,202,1.425,,2,41
10865,2,2,2,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,2,1,2,2,1,2,1,1,1,1,1,2,2,1,2,1,2,2,1,108,1.5,,2,26
10866,2,2,2,1,1,2,1,2,1,1,2,2,2,1,1,1,1,1,1,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,2,1,2,2,1,237,1.55,,1,37
10867,2,2,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1,2,1,2,1,2,270,1.475,,1,33
10868,1,2,1,1,1,2,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,2,1,2,1,0,2,1,1,2,2,1,2,1,2,2,1,199,1.35,,1,60
10869,2,1,2,1,2,1,1,1,2,2,1,1,2,2,1,2,1,1,1,1,2,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,2,2,1,2,219,1.4,,1,59
10870,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,2,2,1,373,1.65,,1,22
10871,1,2,1,1,1,2,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1,2,2,1,2,2,2,2,2,204,1.4,,1,35
10872,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,1,2,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,378,1.6,,1,56
10873,2,2,1,1,2,1,1,1,1,2,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,1,1,1,2,1,2,1,2,1,2,2,2,1,1,271,1.475,,1,39
10874,1,2,2,1,1,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,2,1,96104,1.5,,1,32
10875,2,2,2,1,1,2,2,2,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,1,2,1,2,1,2,2,1,2,2,2,2,1,384,1.6,,2,79
10876,1,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,2,1,1,2,292,1.375,,2,19
10877,1,1,2,1,1,1,2,1,1,2,1,1,2,2,1,2,1,1,2,2,2,1,1,2,2,1,1,2,1,1,1,2,1,2,1,2,2,1,1,1,206,1.4,,2,48
10878,1,2,2,1,1,2,1,0,1,2,1,2,2,2,1,1,2,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,1,1,1,2,2,2,2,1,367,1.45,,1,33
10879,1,2,2,1,2,2,1,1,1,2,1,1,2,2,1,2,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,1,255,1.575,,1,46
10880,2,2,2,1,1,1,1,2,1,2,2,1,2,2,1,1,1,2,1,1,2,1,1,1,2,1,2,1,2,2,2,1,2,2,1,2,1,1,1,1,194,1.45,,2,16
10881,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,2,2,1,2,2,2,2,2,1,2,1,264,1.4,,2,19
10882,1,2,2,1,2,2,2,1,1,2,1,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,1,1,1,1,1,1,1,2,1,2,2,2,1,2,226,1.55,,1,25
10883,1,2,2,1,1,1,1,2,1,1,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,1,1,1,2,2,2,1,1,2,1,2,1,2,2,2,177,1.525,,1,50
10884,1,1,2,1,1,2,2,1,1,2,1,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,196,1.525,,2,56
10885,1,1,2,1,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2,1,1821,1.475,,2,21
10886,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1,2,2,2,1,1,2,1,2,2,1,0,169,1.35,,2,18
10887,1,2,2,1,1,1,2,2,1,1,1,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,1,2,1,2,1,2,2,1,2,1,2,2,1,334,1.5,,2,54
10888,1,2,2,1,1,1,1,2,2,2,1,1,1,2,2,2,0,1,2,1,1,2,1,2,2,2,2,1,1,2,1,2,1,2,1,2,2,2,1,2,340,1.5,,2,17
10889,1,1,2,1,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,1,2,2,1,2,2,1,1,2,1,1,1,2,1,2,1,2,1,1,1,2,158,1.45,,2,20
10890,2,1,2,1,2,1,1,2,1,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,2,2,1,1,2,1,2,1,2,1,1,406,1.45,,1,46
10891,2,2,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,1,2,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,2,533,1.625,,1,34
10892,1,2,2,1,1,2,1,1,2,1,1,2,1,2,1,1,1,2,1,2,1,2,1,2,2,1,2,2,1,2,1,1,2,2,1,2,2,2,2,1,503,1.5,,2,19
10893,1,2,2,1,1,2,1,2,2,1,2,1,1,2,2,2,1,1,2,1,2,1,1,1,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,222,1.575,,2,25
10894,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,2,2,2,2,2,2,1,1,2,2,2,1,2,1,1,1,278,1.5,,2,22
10895,1,2,2,1,1,2,1,1,1,2,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,1,1,101,1.525,,1,25
10896,1,2,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,2,1,2,1,1,2,2,1,2,2,2,622,1.4,,1,51
10897,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,1,1,156,1.475,,1,19
10898,1,2,2,1,1,2,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,1,1,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,220,1.55,,1,45
10899,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,0,1,0,1,0,2,1,216,1.4,,2,27
10900,2,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,1,2,2,2,1,2,1,1,1,2,2,2,1,2,257,1.475,,1,26
10901,2,2,2,1,2,1,1,1,2,2,1,1,1,2,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,2,2,2,2,1,2,201,1.45,,1,15
10902,1,2,2,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,2,2,1,2,1,2,1,2,1,2,521,1.45,,1,27
10903,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,425,1.55,,2,38
10904,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,1,2,2,495,1.65,,2,23
10905,1,2,2,1,2,1,2,1,1,2,1,1,2,2,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,2,0,0,2,0,0,253,1.225,,1,24
10906,2,2,2,1,1,2,1,1,2,1,2,2,2,1,1,1,0,1,2,1,2,2,1,2,2,1,1,1,2,1,1,1,2,2,1,0,0,2,1,2,321,1.375,,2,19
10907,1,1,1,1,2,1,1,2,2,2,1,1,1,1,2,1,2,1,2,1,1,2,2,1,2,1,0,1,2,2,1,2,1,2,2,1,2,2,1,2,206,1.425,,1,42
10908,1,2,2,1,1,2,2,1,1,1,2,2,2,2,1,2,1,2,1,1,2,2,1,2,2,1,2,1,1,1,2,1,1,2,1,2,2,2,2,1,226,1.525,,1,31
10909,1,1,2,1,2,1,2,1,2,2,2,1,2,2,1,1,1,1,1,1,2,1,1,2,2,2,2,1,2,1,1,1,1,1,2,1,1,2,1,1,277,1.4,,1,41
10910,1,2,2,2,1,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,2,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,2,2,2,1,210,1.55,,1,32
10911,1,2,2,1,2,1,1,2,1,2,2,2,1,2,1,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,1,1,1,1,2,1,2,2,1,2,186,1.525,,2,20
10912,2,2,2,1,2,2,2,1,2,1,2,1,2,1,1,1,1,1,2,1,2,2,2,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,314,1.65,,2,23
10913,1,2,2,1,1,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,2,1,1,2,2,2,2,1,2,1,2,1,2,2,1,2,2,2,1,1,341,1.525,,2,54
10914,1,2,2,1,2,2,1,1,1,2,1,1,2,2,1,2,1,2,1,2,2,1,1,1,2,2,2,1,1,2,1,1,0,2,1,2,1,2,2,1,367,1.45,,1,29
10915,1,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,1,1,2,1,1,1,2,1,1,2,1,1,1,1,246,1.325,,1,44
10916,2,1,2,1,2,1,2,1,2,1,1,1,1,2,1,2,2,2,2,1,2,2,1,1,1,2,1,1,2,1,1,2,1,1,1,2,1,2,2,2,286,1.475,,1,36
10917,2,2,1,1,2,1,2,1,2,2,1,1,2,1,2,1,2,2,2,1,2,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,209,1.45,,1,35
10918,2,2,2,1,2,2,1,1,1,1,2,2,2,2,1,2,1,1,2,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,2,2,2,2,1,332,1.5,,1,32
10919,1,2,2,1,1,2,1,1,1,2,1,2,2,2,1,2,1,1,1,1,2,2,1,1,2,1,2,1,2,2,2,1,1,2,1,2,2,2,2,1,350,1.5,,1,54
10920,1,2,1,1,2,1,1,1,2,2,1,2,1,1,2,1,1,1,2,2,2,1,2,2,2,2,1,1,1,1,2,1,1,1,2,2,1,2,2,1,318,1.45,,2,25
10921,1,1,2,2,2,1,2,1,2,2,1,2,1,2,1,1,2,1,2,2,1,2,1,1,1,2,2,1,2,1,1,2,1,1,1,1,2,1,1,2,219,1.45,,1,23
10922,1,2,2,1,2,2,1,1,1,2,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2,1,632,1.575,,2,64
10923,1,1,2,2,2,2,1,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,1,2,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,1,248,1.55,,1,25
10924,2,2,2,1,2,2,1,2,1,2,1,1,2,1,1,2,1,1,2,1,2,1,1,1,2,1,2,2,1,2,1,2,1,2,1,2,2,2,1,1,345,1.5,,2,41
10925,1,2,1,1,2,2,1,1,2,2,1,1,2,2,1,2,2,1,1,1,2,1,1,2,1,2,1,1,2,1,2,0,1,1,1,1,1,2,2,2,184,1.4,,2,53
10926,1,1,1,2,1,2,1,1,2,2,1,1,1,2,2,1,1,2,2,2,2,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,2,2,2,2,239,1.45,,1,21
10927,1,1,2,1,2,1,2,2,2,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,2,1,1,1,2,2,2,2,2,1,2,189,1.475,,2,20
10928,2,2,2,1,1,2,1,2,2,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,357,1.625,,1,62
10929,1,1,2,1,2,1,1,1,1,2,2,2,1,2,1,1,1,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,2,2,2,1,1,1,226,1.375,,1,35
10930,2,2,2,2,2,2,1,2,1,1,1,2,2,2,1,1,2,1,2,1,2,1,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,369,1.65,,2,67
10931,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,399,1.45,,2,31
10932,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,412,1.55,,1,45
10933,1,1,2,1,2,2,1,1,2,2,1,1,2,2,1,2,1,2,1,1,2,1,1,1,2,2,2,1,2,2,2,1,1,2,1,2,2,2,2,2,232,1.55,,2,22
10934,1,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,2,1,2,1,2,1,1,2,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,1,181,1.6,,2,30
10935,1,2,2,1,2,1,1,1,2,2,1,1,2,1,1,1,2,1,1,1,2,1,1,2,2,1,1,1,2,2,1,2,1,2,2,1,2,2,1,1,294,1.425,,2,17
10936,1,2,1,1,1,1,2,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,2,2,1,2,1,2,1,1,2,2,2,1,2,2,2,2,1,203,1.525,,2,18
10937,1,1,1,1,1,2,2,1,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,1,2,2,2,173,1.55,,1,16
